Product_Name,Category,Brand,Price_INR,Quantity_Sold,Total_Sales,Store_Type,City,Area_Type,Date,Discount_Percentage,Customer_Rating,Competitor_Price,Demand_Level,Profit_Margin
Floor Cleaner,Household,Dabur,255.37,22,5618.14,Supermarket,Chennai,Semi-Urban,2026-02-06,28.33,4.4,243.63,Low,13.15
Floor Cleaner,Household,Patanjali,475.11,12,5701.32,Mall,Chennai,Urban,2026-01-05,5.49,3.1,520.4,Low,20.22
Dishwash Bar,Household,Local Brand,256.08,8,2048.64,Supermarket,Chennai,Urban,2025-04-23,16.84,3.3,232.86,Low,16.9
Toothpaste,Personal Care,Patanjali,93.46,24,2243.04,Supermarket,Chennai,Semi-Urban,2025-06-09,6.81,2.1,85.99,Low,13.28
Detergent,Household,Local Brand,171.13,50,8556.5,Kirana Store,Hyderabad,Rural,2025-11-30,26.56,3.1,155.37,Medium,13.12
Cooking Oil,Groceries,P&G,268.34,25,6708.5,Mall,Pune,Urban,2025-07-10,19.86,4.2,283.31,Low,11.1
Detergent,Household,Store Brand,333.85,15,5007.75,Supermarket,Bangalore,Urban,2025-12-19,10.8,3.0,346.02,Low,12.97
Toothpaste,Personal Care,Aashirvaad,191.75,34,6519.5,Kirana Store,Bangalore,Urban,2025-12-17,6.15,3.5,209.32,Medium,23.17
Floor Cleaner,Household,Local Brand,83.62,30,2508.6,Supermarket,Hyderabad,Urban,2025-05-13,6.98,3.4,91.86,Low,17.74
Soap,Personal Care,Fortune,301.58,21,6333.18,Kirana Store,Ahmedabad,Urban,2025-08-06,0.1,4.5,326.63,Low,24.99
Dishwash Bar,Household,Patanjali,444.26,22,9773.72,Kirana Store,Pune,Rural,2025-07-24,16.93,3.3,403.96,Low,12.73
Floor Cleaner,Household,Local Brand,335.39,26,8720.14,Kirana Store,Mumbai,Rural,2025-07-29,28.21,3.1,333.15,Low,8.01
Dishwash Bar,Household,Store Brand,89.01,32,2848.32,Kirana Store,Bangalore,Rural,2025-05-23,20.99,2.6,80.23,Medium,11.16
Detergent,Household,Store Brand,122.15,33,4030.95,Kirana Store,Hyderabad,Rural,2025-07-17,10.63,2.0,122.58,Medium,10.28
Rice,Groceries,P&G,182.87,38,6949.06,Mall,Mumbai,Urban,2025-12-25,16.25,3.3,194.79,Medium,17.98
Sugar,Groceries,Dabur,145.43,17,2472.31,Mall,Chennai,Urban,2026-03-02,16.38,3.0,132.08,Low,7.19
Dishwash Bar,Household,Store Brand,121.01,38,4598.38,Supermarket,Chennai,Rural,2025-10-25,0.92,1.8,125.15,Medium,15.4
Hair Oil,Personal Care,Store Brand,65.88,12,790.56,Kirana Store,Delhi,Semi-Urban,2025-04-17,5.65,2.3,64.12,Low,13.92
Floor Cleaner,Household,Reliance,340.79,10,3407.9,Kirana Store,Delhi,Semi-Urban,2026-02-14,8.94,3.2,321.36,Low,18.54
Dal,Groceries,Tata,223.97,17,3807.49,Mall,Chennai,Urban,2026-02-18,15.79,3.9,214.92,Low,23.67
Dishwash Bar,Household,Dabur,419.44,32,13422.08,Kirana Store,Hyderabad,Urban,2025-07-06,28.83,3.0,388.01,Medium,12.64
Shampoo,Personal Care,Dabur,190.15,13,2471.95,Kirana Store,Chennai,Semi-Urban,2025-06-23,24.27,2.5,199.72,Low,18.19
Sugar,Groceries,Aashirvaad,112.99,33,3728.67,Mall,Delhi,Urban,2025-12-06,10.01,3.3,116.49,Medium,17.14
Hair Oil,Personal Care,Aashirvaad,151.81,14,2125.34,Mall,Pune,Urban,2025-06-14,26.62,3.5,160.99,Low,11.02
Rice,Groceries,P&G,108.07,27,2917.89,Supermarket,Hyderabad,Urban,2025-07-22,9.43,4.9,104.9,Low,24.26
Floor Cleaner,Household,Reliance,138.0,29,4002.0,Kirana Store,Delhi,Semi-Urban,2025-08-15,5.04,2.1,151.58,Low,11.92
Toothpaste,Personal Care,Local Brand,122.06,58,7079.48,Kirana Store,Delhi,Rural,2025-07-29,20.18,4.4,129.33,Medium,11.88
Soap,Personal Care,Local Brand,69.89,63,4403.07,Kirana Store,Ahmedabad,Rural,2025-05-02,23.74,3.9,73.25,High,17.02
Dishwash Bar,Household,Dabur,45.87,43,1972.41,Supermarket,Bangalore,Semi-Urban,2026-01-23,7.32,4.0,48.35,Medium,14.98
Detergent,Household,Store Brand,278.39,16,4454.24,Kirana Store,Bangalore,Rural,2026-01-20,21.8,4.1,273.79,Low,13.97
Cooking Oil,Groceries,Store Brand,33.3,81,2697.3,Supermarket,Ahmedabad,Semi-Urban,2025-05-15,29.15,1.8,35.15,High,5.02
Wheat Flour,Groceries,Dabur,52.8,84,4435.2,Kirana Store,Mumbai,Semi-Urban,2025-09-13,27.34,3.5,50.86,High,7.41
Floor Cleaner,Household,Reliance,213.09,10,2130.9,Supermarket,Pune,Semi-Urban,2025-06-14,7.19,1.8,222.25,Low,16.59
Hair Oil,Personal Care,Tata,371.16,18,6680.88,Supermarket,Chennai,Urban,2025-04-16,13.25,4.9,352.8,Low,23.52
Toothpaste,Personal Care,HUL,287.52,21,6037.92,Supermarket,Ahmedabad,Urban,2026-03-05,16.56,4.6,265.56,Low,18.74
Sugar,Groceries,Store Brand,52.66,72,3791.52,Kirana Store,Pune,Semi-Urban,2026-02-14,23.16,2.5,53.04,High,19.59
Wheat Flour,Groceries,Dabur,180.45,26,4691.7,Kirana Store,Hyderabad,Urban,2025-11-18,4.1,2.4,190.97,Low,11.98
Detergent,Household,Store Brand,225.19,10,2251.9,Kirana Store,Pune,Semi-Urban,2025-04-10,6.27,2.6,229.44,Low,24.23
Cooking Oil,Groceries,Dabur,49.95,81,4045.95,Kirana Store,Pune,Urban,2026-01-23,3.63,4.4,50.07,High,20.88
Floor Cleaner,Household,Dabur,279.67,23,6432.41,Supermarket,Delhi,Semi-Urban,2026-01-16,1.13,2.0,284.2,Low,20.95
Wheat Flour,Groceries,Store Brand,34.98,72,2518.56,Kirana Store,Pune,Rural,2025-11-03,14.84,2.3,34.0,High,23.74
Wheat Flour,Groceries,Store Brand,111.68,61,6812.48,Kirana Store,Bangalore,Semi-Urban,2026-03-23,21.89,4.4,113.35,High,18.77
Floor Cleaner,Household,Store Brand,336.65,7,2356.55,Kirana Store,Bangalore,Semi-Urban,2025-12-30,28.89,2.3,364.13,Low,8.34
Wheat Flour,Groceries,Store Brand,107.65,27,2906.55,Kirana Store,Bangalore,Rural,2025-07-21,11.06,1.7,116.44,Low,23.18
Rice,Groceries,HUL,249.66,15,3744.9,Supermarket,Ahmedabad,Urban,2025-08-14,8.13,3.8,262.36,Low,23.82
Dishwash Bar,Household,Reliance,192.99,34,6561.66,Mall,Chennai,Semi-Urban,2026-01-13,17.87,1.8,189.23,Medium,14.43
Detergent,Household,Fortune,368.26,20,7365.2,Supermarket,Hyderabad,Urban,2025-09-05,5.74,4.2,371.95,Low,23.74
Detergent,Household,Store Brand,236.0,11,2596.0,Kirana Store,Mumbai,Rural,2025-12-12,13.63,1.6,231.18,Low,24.51
Detergent,Household,Store Brand,257.83,7,1804.81,Supermarket,Bangalore,Semi-Urban,2025-09-19,6.01,4.0,239.61,Low,21.61
Soap,Personal Care,Reliance,143.59,28,4020.52,Kirana Store,Bangalore,Semi-Urban,2025-05-23,1.16,3.2,134.21,Low,16.11
Floor Cleaner,Household,Tata,319.03,9,2871.27,Supermarket,Bangalore,Urban,2025-12-03,16.01,3.9,349.08,Low,19.43
Floor Cleaner,Household,Dabur,157.1,45,7069.5,Kirana Store,Chennai,Rural,2025-08-04,17.78,2.6,145.39,Medium,15.94
Soap,Personal Care,Dabur,64.82,35,2268.7,Supermarket,Mumbai,Urban,2025-12-09,20.04,2.0,64.31,Medium,14.01
Hair Oil,Personal Care,Tata,46.14,64,2952.96,Supermarket,Pune,Urban,2025-09-16,10.12,3.8,46.24,High,28.14
Toothpaste,Personal Care,Dabur,103.32,57,5889.24,Mall,Hyderabad,Semi-Urban,2025-04-28,23.86,4.2,112.44,Medium,11.27
Detergent,Household,Reliance,413.16,15,6197.4,Kirana Store,Pune,Semi-Urban,2025-09-22,26.86,3.5,375.69,Low,15.96
Rice,Groceries,Reliance,91.24,38,3467.12,Kirana Store,Hyderabad,Semi-Urban,2025-08-04,3.26,2.1,97.89,Medium,12.76
Shampoo,Personal Care,Local Brand,156.04,39,6085.56,Supermarket,Ahmedabad,Semi-Urban,2026-02-17,18.01,2.9,144.57,Medium,7.18
Hair Oil,Personal Care,Local Brand,173.12,29,5020.48,Supermarket,Ahmedabad,Urban,2025-06-27,12.83,4.3,170.33,Low,24.2
Detergent,Household,Patanjali,451.21,10,4512.1,Supermarket,Hyderabad,Rural,2025-06-09,11.33,2.9,413.67,Low,12.06
Soap,Personal Care,Local Brand,158.11,29,4585.19,Kirana Store,Mumbai,Semi-Urban,2025-05-02,27.74,1.8,158.7,Low,11.78
Cooking Oil,Groceries,Local Brand,39.73,74,2940.02,Kirana Store,Delhi,Rural,2025-11-12,20.68,4.0,38.14,High,5.76
Shampoo,Personal Care,Fortune,29.72,50,1486.0,Kirana Store,Pune,Urban,2025-08-03,14.94,3.3,28.46,Medium,24.56
Floor Cleaner,Household,Store Brand,116.57,20,2331.4,Kirana Store,Pune,Urban,2025-04-19,22.45,4.2,124.98,Low,18.17
Toothpaste,Personal Care,P&G,339.78,17,5776.26,Mall,Delhi,Urban,2025-05-31,17.3,3.9,330.95,Low,17.05
Cooking Oil,Groceries,Dabur,97.91,48,4699.68,Kirana Store,Bangalore,Urban,2025-05-07,22.97,4.4,94.67,Medium,17.37
Shampoo,Personal Care,Reliance,184.12,20,3682.4,Mall,Delhi,Urban,2025-09-27,23.08,1.9,179.78,Low,14.38
Rice,Groceries,Aashirvaad,62.55,100,6255.0,Supermarket,Pune,Semi-Urban,2025-09-03,22.61,3.5,60.2,High,23.62
Shampoo,Personal Care,HUL,88.92,33,2934.36,Supermarket,Hyderabad,Urban,2025-10-18,11.27,3.2,97.2,Medium,26.97
Detergent,Household,Local Brand,339.7,22,7473.4,Kirana Store,Bangalore,Rural,2025-08-18,28.0,4.0,344.0,Low,15.55
Hair Oil,Personal Care,Patanjali,111.37,23,2561.51,Mall,Delhi,Urban,2025-09-17,21.1,4.3,100.34,Low,11.67
Wheat Flour,Groceries,Fortune,63.65,11,700.15,Supermarket,Delhi,Urban,2025-06-30,9.24,5.0,69.72,Low,25.5
Cooking Oil,Groceries,Fortune,120.83,52,6283.16,Supermarket,Chennai,Urban,2025-04-17,21.91,4.5,122.61,Medium,11.51
Detergent,Household,Dabur,366.16,9,3295.44,Kirana Store,Bangalore,Semi-Urban,2025-06-22,16.2,3.4,378.3,Low,8.22
Sugar,Groceries,Store Brand,130.73,40,5229.2,Kirana Store,Mumbai,Rural,2025-11-17,25.46,4.2,123.1,Medium,13.51
Dal,Groceries,Store Brand,49.04,30,1471.2,Kirana Store,Delhi,Urban,2026-02-05,6.35,3.6,52.01,Low,22.14
Dishwash Bar,Household,Reliance,381.98,27,10313.46,Kirana Store,Bangalore,Rural,2025-09-05,22.82,2.1,351.14,Low,11.2
Sugar,Groceries,Tata,181.69,41,7449.29,Supermarket,Delhi,Urban,2026-02-28,18.31,3.6,181.81,Medium,19.78
Toothpaste,Personal Care,Aashirvaad,60.25,39,2349.75,Supermarket,Bangalore,Urban,2026-01-20,18.86,5.0,65.86,Medium,21.78
Rice,Groceries,HUL,129.66,43,5575.38,Supermarket,Hyderabad,Urban,2026-01-23,10.25,4.9,139.96,Medium,24.64
Shampoo,Personal Care,Aashirvaad,344.67,10,3446.7,Kirana Store,Hyderabad,Urban,2025-08-29,25.96,4.1,314.87,Low,17.34
Dishwash Bar,Household,Aashirvaad,487.22,23,11206.06,Kirana Store,Hyderabad,Urban,2026-03-04,29.68,4.5,521.93,Low,20.82
Hair Oil,Personal Care,Reliance,182.86,32,5851.52,Mall,Bangalore,Semi-Urban,2025-07-05,13.18,3.5,169.18,Medium,14.55
Wheat Flour,Groceries,Reliance,216.05,24,5185.2,Kirana Store,Ahmedabad,Semi-Urban,2026-04-02,1.27,3.4,233.47,Low,10.16
Wheat Flour,Groceries,HUL,137.64,62,8533.68,Mall,Ahmedabad,Semi-Urban,2025-11-29,28.11,3.5,147.29,High,22.55
Detergent,Household,Store Brand,145.97,38,5546.86,Kirana Store,Mumbai,Rural,2025-10-17,6.62,1.6,133.39,Medium,14.86
Hair Oil,Personal Care,Local Brand,203.6,13,2646.8,Mall,Ahmedabad,Urban,2025-11-09,6.06,3.5,220.12,Low,21.22
Toothpaste,Personal Care,Dabur,241.65,12,2899.8,Supermarket,Chennai,Urban,2025-07-04,14.22,3.5,253.66,Low,22.21
Soap,Personal Care,Dabur,239.33,13,3111.29,Kirana Store,Bangalore,Semi-Urban,2025-09-15,28.1,3.0,223.22,Low,8.76
Hair Oil,Personal Care,Local Brand,194.42,42,8165.64,Mall,Bangalore,Urban,2025-07-21,28.86,3.4,204.01,Medium,19.99
Sugar,Groceries,Local Brand,77.72,17,1321.24,Mall,Delhi,Urban,2025-12-17,10.17,1.7,84.76,Low,23.92
Sugar,Groceries,Tata,248.83,11,2737.13,Supermarket,Delhi,Urban,2025-08-18,10.0,3.6,242.23,Low,20.82
Soap,Personal Care,Local Brand,174.64,36,6287.04,Supermarket,Bangalore,Semi-Urban,2026-02-14,1.31,3.0,181.84,Medium,19.13
Floor Cleaner,Household,Reliance,272.94,17,4639.98,Kirana Store,Ahmedabad,Rural,2025-10-13,6.12,2.8,263.01,Low,22.44
Dishwash Bar,Household,Aashirvaad,292.03,18,5256.54,Mall,Mumbai,Urban,2025-09-26,28.56,3.3,277.52,Low,11.5
Cooking Oil,Groceries,Patanjali,141.35,11,1554.85,Supermarket,Ahmedabad,Semi-Urban,2025-08-04,0.19,2.5,136.78,Low,15.28
Soap,Personal Care,Patanjali,95.51,15,1432.65,Supermarket,Hyderabad,Urban,2026-03-04,16.59,2.7,99.97,Low,16.87
Cooking Oil,Groceries,Aashirvaad,116.44,40,4657.6,Supermarket,Chennai,Semi-Urban,2026-01-06,27.78,4.5,122.83,Medium,12.9
Soap,Personal Care,Store Brand,106.42,10,1064.2,Kirana Store,Mumbai,Rural,2025-09-09,6.17,3.3,97.85,Low,23.34
Hair Oil,Personal Care,Fortune,179.82,62,11148.84,Supermarket,Delhi,Urban,2025-11-07,25.43,4.6,179.09,High,10.21
Rice,Groceries,Local Brand,53.37,17,907.29,Kirana Store,Delhi,Rural,2025-08-06,1.65,2.0,49.22,Low,10.71
Soap,Personal Care,Tata,276.5,12,3318.0,Supermarket,Mumbai,Urban,2026-04-05,12.84,3.1,271.57,Low,18.5
Rice,Groceries,Store Brand,86.11,47,4047.17,Kirana Store,Mumbai,Rural,2025-08-02,12.78,4.0,91.62,Medium,12.31
Shampoo,Personal Care,HUL,248.84,11,2737.24,Kirana Store,Hyderabad,Urban,2025-09-27,18.2,3.8,238.39,Low,24.02
Wheat Flour,Groceries,Dabur,186.27,29,5401.83,Kirana Store,Chennai,Semi-Urban,2025-05-16,3.44,2.9,173.8,Low,12.88
Sugar,Groceries,Tata,93.02,31,2883.62,Kirana Store,Chennai,Semi-Urban,2025-05-19,20.02,5.0,96.86,Medium,21.93
Cooking Oil,Groceries,Local Brand,68.91,11,758.01,Kirana Store,Bangalore,Urban,2025-06-24,0.4,3.8,72.05,Low,16.77
Rice,Groceries,Patanjali,101.09,24,2426.16,Supermarket,Pune,Semi-Urban,2025-09-08,10.34,3.5,96.5,Low,13.84
Wheat Flour,Groceries,Tata,72.29,44,3180.76,Mall,Hyderabad,Urban,2025-04-26,2.4,4.3,67.49,Medium,28.57
Sugar,Groceries,Patanjali,61.36,47,2883.92,Mall,Mumbai,Semi-Urban,2025-04-09,1.25,2.2,64.74,Medium,24.99
Dal,Groceries,Aashirvaad,239.88,9,2158.92,Kirana Store,Chennai,Urban,2025-11-18,4.59,4.6,251.51,Low,23.65
Cooking Oil,Groceries,Dabur,107.02,19,2033.38,Kirana Store,Hyderabad,Semi-Urban,2025-06-14,0.34,2.1,108.09,Low,12.36
Hair Oil,Personal Care,Patanjali,22.07,30,662.1,Kirana Store,Delhi,Urban,2025-12-02,2.74,3.1,19.96,Low,15.14
Shampoo,Personal Care,P&G,305.51,14,4277.14,Kirana Store,Mumbai,Urban,2026-02-21,15.1,4.4,297.44,Low,17.27
Rice,Groceries,Local Brand,62.77,27,1694.79,Kirana Store,Delhi,Semi-Urban,2025-12-10,12.56,3.6,57.27,Low,24.84
Dal,Groceries,Reliance,187.06,44,8230.64,Supermarket,Chennai,Semi-Urban,2025-07-27,22.78,2.2,193.35,Medium,5.55
Detergent,Household,Dabur,449.87,15,6748.05,Kirana Store,Bangalore,Rural,2025-06-18,0.68,2.0,489.13,Low,17.7
Shampoo,Personal Care,Patanjali,66.24,20,1324.8,Kirana Store,Mumbai,Semi-Urban,2025-08-02,16.71,3.4,72.85,Low,10.35
Floor Cleaner,Household,Store Brand,94.53,20,1890.6,Kirana Store,Mumbai,Rural,2025-04-26,9.05,1.7,86.34,Low,16.54
Dishwash Bar,Household,Fortune,282.29,16,4516.64,Supermarket,Bangalore,Urban,2025-12-18,28.41,3.5,292.83,Low,16.37
Detergent,Household,Dabur,128.07,48,6147.36,Mall,Pune,Urban,2026-02-02,3.25,3.8,121.8,Medium,12.16
Sugar,Groceries,Aashirvaad,84.51,41,3464.91,Mall,Delhi,Urban,2025-11-26,4.79,3.3,77.15,Medium,15.67
Toothpaste,Personal Care,Tata,271.59,23,6246.57,Mall,Delhi,Urban,2025-10-24,9.82,3.6,294.28,Low,22.4
Cooking Oil,Groceries,P&G,177.3,14,2482.2,Supermarket,Bangalore,Urban,2025-09-26,20.92,3.9,182.64,Low,16.88
Soap,Personal Care,Dabur,162.2,53,8596.6,Supermarket,Delhi,Urban,2026-03-15,29.17,4.2,155.9,Medium,12.71
Shampoo,Personal Care,HUL,158.24,39,6171.36,Supermarket,Delhi,Semi-Urban,2025-12-09,1.07,3.6,166.49,Medium,19.07
Wheat Flour,Groceries,Dabur,157.63,31,4886.53,Kirana Store,Pune,Semi-Urban,2026-03-16,28.36,3.2,158.3,Medium,10.86
Rice,Groceries,P&G,128.24,45,5770.8,Kirana Store,Bangalore,Semi-Urban,2026-03-12,7.41,3.8,125.61,Medium,18.09
Floor Cleaner,Household,Reliance,88.07,14,1232.98,Supermarket,Delhi,Semi-Urban,2026-03-23,4.65,3.8,80.08,Low,22.94
Shampoo,Personal Care,HUL,114.13,57,6505.41,Kirana Store,Ahmedabad,Urban,2025-07-20,27.23,4.8,117.97,Medium,21.97
Dishwash Bar,Household,Aashirvaad,86.89,44,3823.16,Mall,Bangalore,Semi-Urban,2025-04-11,4.08,3.2,86.23,Medium,27.48
Detergent,Household,Reliance,85.51,35,2992.85,Mall,Delhi,Semi-Urban,2025-09-14,23.72,4.0,81.47,Medium,19.9
Soap,Personal Care,Local Brand,134.18,26,3488.68,Supermarket,Pune,Semi-Urban,2025-12-06,9.11,2.8,134.15,Low,14.95
Floor Cleaner,Household,Patanjali,183.24,42,7696.08,Supermarket,Hyderabad,Urban,2026-02-20,3.19,3.0,167.12,Medium,11.97
Rice,Groceries,Aashirvaad,240.81,59,14207.79,Mall,Hyderabad,Urban,2025-05-26,20.31,3.6,230.94,Medium,20.66
Hair Oil,Personal Care,Store Brand,189.7,31,5880.7,Kirana Store,Bangalore,Rural,2025-10-08,15.15,2.4,201.09,Medium,5.45
Wheat Flour,Groceries,Patanjali,118.64,43,5101.52,Supermarket,Bangalore,Urban,2026-02-28,5.87,4.1,129.48,Medium,17.56
Cooking Oil,Groceries,Local Brand,133.65,26,3474.9,Kirana Store,Bangalore,Semi-Urban,2025-09-21,1.47,3.4,125.59,Low,20.9
Hair Oil,Personal Care,Patanjali,232.78,17,3957.26,Supermarket,Pune,Urban,2025-10-17,3.12,4.3,255.09,Low,13.94
Dal,Groceries,P&G,280.42,5,1402.1,Mall,Hyderabad,Urban,2025-04-25,4.74,4.8,262.77,Low,15.58
Cooking Oil,Groceries,HUL,153.61,45,6912.45,Mall,Delhi,Urban,2026-01-31,4.41,3.1,163.32,Medium,17.0
Wheat Flour,Groceries,Tata,105.53,20,2110.6,Supermarket,Mumbai,Semi-Urban,2025-11-05,7.98,3.4,100.27,Low,28.71
Floor Cleaner,Household,Dabur,200.75,45,9033.75,Supermarket,Hyderabad,Semi-Urban,2025-11-14,11.72,2.1,218.48,Medium,12.28
Cooking Oil,Groceries,Tata,242.44,17,4121.48,Supermarket,Chennai,Urban,2025-09-01,3.8,3.3,240.16,Low,17.15
Shampoo,Personal Care,Store Brand,32.02,100,3202.0,Kirana Store,Mumbai,Semi-Urban,2026-02-04,25.81,3.0,34.24,High,15.56
Dishwash Bar,Household,Patanjali,251.79,8,2014.32,Kirana Store,Hyderabad,Rural,2026-01-29,0.23,4.4,229.87,Low,20.98
Toothpaste,Personal Care,Local Brand,21.01,58,1218.58,Supermarket,Mumbai,Semi-Urban,2025-09-20,27.53,3.5,19.29,Medium,15.59
Dishwash Bar,Household,P&G,233.73,12,2804.76,Mall,Bangalore,Urban,2025-12-17,14.16,3.5,216.02,Low,17.23
Rice,Groceries,Store Brand,158.2,23,3638.6,Supermarket,Chennai,Urban,2026-03-20,12.97,2.9,155.06,Low,12.63
Rice,Groceries,HUL,228.16,15,3422.4,Mall,Chennai,Urban,2025-07-02,18.16,4.3,233.65,Low,11.31
Floor Cleaner,Household,Store Brand,164.85,12,1978.2,Supermarket,Hyderabad,Semi-Urban,2025-05-09,18.33,2.0,175.29,Low,9.36
Wheat Flour,Groceries,Tata,88.47,39,3450.33,Supermarket,Ahmedabad,Urban,2025-10-28,5.5,4.3,87.5,Medium,29.08
Shampoo,Personal Care,Dabur,159.83,42,6712.86,Supermarket,Chennai,Semi-Urban,2025-09-26,5.67,3.4,163.73,Medium,18.76
Rice,Groceries,Fortune,200.0,11,2200.0,Mall,Chennai,Urban,2026-03-23,0.96,3.4,211.14,Low,27.38
Soap,Personal Care,Store Brand,89.38,23,2055.74,Kirana Store,Pune,Rural,2025-07-15,16.27,2.7,91.65,Low,16.58
Detergent,Household,P&G,468.32,11,5151.52,Supermarket,Hyderabad,Urban,2025-07-07,8.65,3.8,474.01,Low,16.59
Sugar,Groceries,Store Brand,41.47,36,1492.92,Kirana Store,Mumbai,Rural,2025-07-03,18.04,2.4,39.95,Medium,11.24
Floor Cleaner,Household,HUL,203.46,38,7731.48,Mall,Bangalore,Urban,2025-11-10,5.89,3.1,193.74,Medium,26.14
Rice,Groceries,Tata,92.99,27,2510.73,Supermarket,Bangalore,Urban,2025-08-29,27.12,4.1,91.72,Low,12.67
Hair Oil,Personal Care,HUL,393.6,15,5904.0,Mall,Pune,Urban,2025-07-13,14.14,4.2,400.93,Low,20.42
Cooking Oil,Groceries,Dabur,76.69,41,3144.29,Mall,Pune,Semi-Urban,2025-11-22,21.2,3.3,80.0,Medium,10.17
Cooking Oil,Groceries,Local Brand,66.0,24,1584.0,Kirana Store,Chennai,Rural,2025-08-05,16.11,4.0,59.51,Low,18.39
Hair Oil,Personal Care,Aashirvaad,161.63,22,3555.86,Mall,Pune,Urban,2025-09-09,7.28,3.7,157.11,Low,18.89
Dal,Groceries,Fortune,132.2,14,1850.8,Supermarket,Ahmedabad,Urban,2025-09-09,23.46,4.7,124.14,Low,18.49
Floor Cleaner,Household,Dabur,543.48,18,9782.64,Kirana Store,Hyderabad,Semi-Urban,2026-01-05,14.8,2.7,594.77,Low,19.77
Shampoo,Personal Care,Reliance,77.0,22,1694.0,Supermarket,Mumbai,Semi-Urban,2025-12-10,1.62,4.1,83.58,Low,12.6
Wheat Flour,Groceries,Patanjali,42.26,72,3042.72,Mall,Hyderabad,Urban,2026-03-30,28.85,3.2,46.18,High,15.95
Rice,Groceries,Patanjali,184.28,10,1842.8,Supermarket,Ahmedabad,Semi-Urban,2025-06-19,0.71,2.1,184.52,Low,13.63
Floor Cleaner,Household,Fortune,177.0,35,6195.0,Supermarket,Ahmedabad,Urban,2025-04-16,17.76,4.5,181.65,Medium,11.19
Wheat Flour,Groceries,Fortune,260.57,11,2866.27,Supermarket,Ahmedabad,Urban,2025-12-23,22.7,3.9,258.46,Low,17.63
Soap,Personal Care,Dabur,102.09,26,2654.34,Kirana Store,Hyderabad,Semi-Urban,2025-05-19,28.64,3.3,111.67,Low,12.68
Shampoo,Personal Care,Reliance,207.87,19,3949.53,Kirana Store,Mumbai,Semi-Urban,2026-02-04,8.09,4.1,224.75,Low,11.67
Hair Oil,Personal Care,Reliance,36.21,37,1339.77,Kirana Store,Pune,Semi-Urban,2026-03-28,9.93,3.4,37.91,Medium,20.09
Floor Cleaner,Household,Local Brand,267.79,22,5891.38,Supermarket,Delhi,Semi-Urban,2026-01-15,5.11,4.3,251.48,Low,24.07
Toothpaste,Personal Care,Tata,231.9,10,2319.0,Supermarket,Mumbai,Urban,2025-07-31,1.84,3.7,235.24,Low,21.36
Hair Oil,Personal Care,Fortune,180.04,23,4140.92,Supermarket,Mumbai,Semi-Urban,2026-02-05,8.58,3.5,189.49,Low,23.9
Floor Cleaner,Household,Aashirvaad,96.55,42,4055.1,Supermarket,Ahmedabad,Urban,2025-08-15,13.39,3.5,97.7,Medium,21.69
Floor Cleaner,Household,Dabur,529.01,13,6877.13,Kirana Store,Chennai,Urban,2026-03-10,24.99,3.9,561.44,Low,10.52
Floor Cleaner,Household,Aashirvaad,698.92,13,9085.96,Supermarket,Ahmedabad,Urban,2025-09-12,1.25,3.8,652.12,Low,24.2
Dishwash Bar,Household,Store Brand,60.04,36,2161.44,Kirana Store,Hyderabad,Rural,2025-05-11,13.99,3.5,57.23,Medium,22.03
Detergent,Household,Fortune,475.69,9,4281.21,Supermarket,Chennai,Urban,2025-12-07,0.97,4.1,508.49,Low,22.08
Dishwash Bar,Household,Dabur,438.37,20,8767.4,Kirana Store,Delhi,Semi-Urban,2026-01-14,12.79,1.8,405.85,Low,19.8
Detergent,Household,Fortune,378.95,13,4926.35,Supermarket,Delhi,Semi-Urban,2026-01-14,23.57,4.4,354.76,Low,10.85
Toothpaste,Personal Care,Local Brand,35.65,59,2103.35,Mall,Hyderabad,Urban,2025-05-24,19.48,1.8,33.25,Medium,8.07
Hair Oil,Personal Care,Aashirvaad,246.59,11,2712.49,Supermarket,Chennai,Urban,2025-08-18,9.79,4.6,224.19,Low,19.35
Detergent,Household,Aashirvaad,618.86,14,8664.04,Supermarket,Ahmedabad,Semi-Urban,2025-05-27,10.13,4.2,585.31,Low,20.42
Dal,Groceries,Store Brand,118.11,15,1771.65,Kirana Store,Chennai,Rural,2025-09-07,19.86,2.0,108.6,Low,8.42
Detergent,Household,HUL,653.0,5,3265.0,Mall,Bangalore,Urban,2025-05-19,9.33,4.1,702.75,Low,29.51
Shampoo,Personal Care,Patanjali,179.17,54,9675.18,Kirana Store,Bangalore,Urban,2025-12-31,29.95,2.5,166.46,Medium,6.74
Cooking Oil,Groceries,Dabur,60.39,60,3623.4,Supermarket,Mumbai,Semi-Urban,2026-03-18,29.67,2.2,65.06,Medium,15.5
Wheat Flour,Groceries,HUL,174.16,41,7140.56,Supermarket,Chennai,Urban,2026-01-27,2.43,4.8,184.23,Medium,21.73
Hair Oil,Personal Care,Store Brand,132.65,35,4642.75,Kirana Store,Chennai,Rural,2025-08-24,0.85,3.1,125.23,Medium,19.49
Cooking Oil,Groceries,HUL,93.04,40,3721.6,Supermarket,Hyderabad,Urban,2026-03-27,4.75,4.7,95.18,Medium,24.34
Shampoo,Personal Care,Store Brand,139.89,32,4476.48,Kirana Store,Bangalore,Semi-Urban,2025-04-20,12.27,4.3,145.21,Medium,21.07
Rice,Groceries,P&G,212.09,50,10604.5,Supermarket,Ahmedabad,Urban,2025-06-04,18.25,4.9,232.04,Medium,12.29
